idCella,polygon
810,"[[[12.887725337776994, 42.43452201977083], [12.886211800884329, 42.4795210777731], [12.825422553578376, 42.47838333161099], [12.826979535058125, 42.43338605442272], [12.887725337776994, 42.43452201977083]]]"
811,"[[[12.826979535058125, 42.43338605442272], [12.825422553578376, 42.47838333161099], [12.764636876837114, 42.47721337151617], [12.766237293349798, 42.43221792549674], [12.826979535058125, 42.43338605442272]]]"
812,"[[[12.949941322734349, 42.39062463208503], [12.948474602314626, 42.43562581633607], [12.887725337776994, 42.43452201977083], [12.889235412844931, 42.38952256351875], [12.949941322734349, 42.39062463208503]]]"
813,"[[[12.828532955521199, 42.388388376467155], [12.826979535058125, 42.43338605442272], [12.766237293349798, 42.43221792549674], [12.767834049690663, 42.38722207612164], [12.828532955521199, 42.388388376467155]]]"
814,"[[[12.951404689545758, 42.34562305220041], [12.949941322734349, 42.39062463208503], [12.889235412844931, 42.38952256351875], [12.890742035341246, 42.34452270919392], [12.951404689545758, 42.34562305220041]]]"
815,"[[[12.890742035341246, 42.34452270919392], [12.889235412844931, 42.38952256351875], [12.828532955521199, 42.388388376467155], [12.830082824484968, 42.343390297928906], [12.890742035341246, 42.34452270919392]]]"
816,"[[[12.830082824484968, 42.343390297928906], [12.828532955521199, 42.388388376467155], [12.767834049690663, 42.38722207612164], [12.76942715564118, 42.34222582358332], [12.830082824484968, 42.343390297928906]]]"
817,"[[[13.130742174391573, 42.43874414348799], [13.129933553129252, 42.465921863860565], [13.129866479595773, 42.46817450802158], [13.129750973873017, 42.47205312490409], [13.12940250608057, 42.4837498209315], [13.068599971440939, 42.48274098121343], [13.069983119901126, 42.43773688303234], [13.121607068671802, 42.43859476124744], [13.130742174391573, 42.43874414348799]]]"
818,"[[[13.069983119901126, 42.43773688303234], [13.068599971440939, 42.48274098121343], [13.012024373802387, 42.48177327510711], [13.007800609326098, 42.48169990757201], [13.0080414297597, 42.47411052715856], [13.009227229443448, 42.4366974390603], [13.069983119901126, 42.43773688303234]]]"
819,"[[[13.009227229443448, 42.4366974390603], [13.0080414297597, 42.47411052715856], [13.007800609326098, 42.48169990757201], [12.984417894529503, 42.48129092652998], [12.947004519297911, 42.480626604783886], [12.948474602314626, 42.43562581633607], [13.009227229443448, 42.4366974390603]]]"
820,"[[[13.132078777993339, 42.3937380771551], [13.130944656547662, 42.43193281716168], [13.130742174391573, 42.43874414348799], [13.121607068671802, 42.43859476124744], [13.069983119901126, 42.43773688303234], [13.071363104323092, 42.39273239372828], [13.132078777993339, 42.3937380771551]]]"
821,"[[[13.010650586226317, 42.391694577121], [13.009227229443448, 42.4366974390603], [12.948474602314626, 42.43562581633607], [12.949941322734349, 42.39062463208503], [13.010650586226317, 42.391694577121]]]"
822,"[[[13.133412325080284, 42.348731622081594], [13.132078777993339, 42.3937380771551], [13.071363104323092, 42.39273239372828], [13.072739933166156, 42.34772751345677], [13.133412325080284, 42.348731622081594]]]"
823,"[[[13.072739933166156, 42.34772751345677], [13.071363104323092, 42.39273239372828], [13.010650586226317, 42.391694577121], [13.012070688398781, 42.34669132191657], [13.072739933166156, 42.34772751345677]]]"
824,"[[[13.012070688398781, 42.34669132191657], [13.010650586226317, 42.391694577121], [12.949941322734349, 42.39062463208503], [12.951404689545758, 42.34562305220041], [13.012070688398781, 42.34669132191657]]]"
825,"[[[13.194087765341141, 42.34970364319792], [13.193699423719192, 42.36326102709657], [13.192797508173147, 42.39471162279635], [13.132078777993339, 42.3937380771551], [13.133412325080284, 42.348731622081594], [13.186773238532613, 42.34958816800632], [13.194087765341141, 42.34970364319792]]]"
826,"[[[13.313037328613845, 42.44157277832103], [13.311828149042528, 42.48658289099124], [13.251016694523377, 42.4856707802283], [13.252269378123795, 42.44066209552873], [13.313037328613845, 42.44157277832103]]]"
827,"[[[13.252269378123795, 42.44066209552873], [13.251016694523377, 42.4856707802283], [13.190208113650248, 42.48472642209702], [13.191504293585968, 42.439719215810115], [13.252269378123795, 42.44066209552873]]]"
828,"[[[13.191504293585968, 42.439719215810115], [13.190208113650248, 42.48472642209702], [13.178246235382298, 42.4845368531375], [13.12940250608057, 42.4837498209315], [13.129750973873017, 42.47205312490409], [13.129866479595773, 42.46817450802158], [13.129933553129252, 42.465921863860565], [13.130742174391573, 42.43874414348799], [13.191504293585968, 42.439719215810115]]]"
829,"[[[13.314243741649031, 42.396562283035564], [13.313037328613845, 42.44157277832103], [13.252269378123795, 42.44066209552873], [13.253519195767046, 42.39565302619368], [13.314243741649031, 42.396562283035564]]]"
830,"[[[13.192797508173147, 42.39471162279635], [13.192742367298285, 42.396632796906616], [13.191504293585968, 42.439719215810115], [13.130742174391573, 42.43874414348799], [13.130944656547662, 42.43193281716168], [13.132078777993339, 42.3937380771551], [13.192797508173147, 42.39471162279635]]]"
831,"[[[13.315447395546911, 42.35155140526464], [13.314243741649031, 42.396562283035564], [13.253519195767046, 42.39565302619368], [13.254766155117295, 42.35064357235904], [13.315447395546911, 42.35155140526464]]]"
832,"[[[13.254766155117295, 42.35064357235904], [13.253519195767046, 42.39565302619368], [13.19611916030695, 42.394763952562805], [13.192797508173147, 42.39471162279635], [13.193699423719192, 42.36326102709657], [13.194087765341141, 42.34970364319792], [13.254766155117295, 42.35064357235904]]]"
833,"[[[13.49535738144655, 42.444111604121005], [13.494278757461089, 42.489125697943685], [13.433459280241246, 42.488310353813844], [13.434581429738527, 42.44329753657174], [13.49535738144655, 42.444111604121005]]]"
834,"[[[13.434581429738527, 42.44329753657174], [13.433459280241246, 42.488310353813844], [13.372642377520481, 42.48746275019934], [13.373808045635256, 42.44245126001145], [13.434581429738527, 42.44329753657174]]]"
835,"[[[13.373808045635256, 42.44245126001145], [13.372642377520481, 42.48746275019934], [13.311828149042528, 42.48658289099124], [13.313037328613845, 42.44157277832103], [13.373808045635256, 42.44245126001145]]]"
836,"[[[13.496433537326695, 42.399097133316445], [13.49535738144655, 42.444111604121005], [13.434581429738527, 42.44329753657174], [13.435701011626627, 42.39828434054122], [13.496433537326695, 42.399097133316445]]]"
837,"[[[13.374971046663568, 42.39743938915733], [13.373808045635256, 42.44245126001145], [13.313037328613845, 42.44157277832103], [13.314243741649031, 42.396562283035564], [13.374971046663568, 42.39743938915733]]]"
838,"[[[13.497507231703562, 42.35408228564278], [13.496433537326695, 42.399097133316445], [13.435701011626627, 42.39828434054122], [13.436818032773306, 42.3532707658405], [13.497507231703562, 42.35408228564278]]]"
839,"[[[13.436818032773306, 42.3532707658405], [13.435701011626627, 42.39828434054122], [13.374971046663568, 42.39743938915733], [13.376131387738779, 42.35242713776089], [13.436818032773306, 42.3532707658405]]]"
840,"[[[13.376131387738779, 42.35242713776089], [13.374971046663568, 42.39743938915733], [13.314243741649031, 42.396562283035564], [13.315447395546911, 42.35155140526464], [13.376131387738779, 42.35242713776089]]]"
841,"[[[13.677699647035451, 42.4463605161053], [13.676751638283333, 42.49137813673218], [13.61592503629057, 42.49065959292429], [13.616916589636528, 42.44564309740005], [13.677699647035451, 42.4463605161053]]]"
842,"[[[13.616916589636528, 42.44564309740005], [13.61592503629057, 42.49065959292429], [13.555100709409567, 42.489908778845624], [13.556135801255634, 42.44489345892579], [13.616916589636528, 42.44564309740005]]]"
843,"[[[13.556135801255634, 42.44489345892579], [13.555100709409567, 42.489908778845624], [13.494278757461089, 42.489125697943685], [13.49535738144655, 42.444111604121005], [13.556135801255634, 42.44489345892579]]]"
844,"[[[13.678645486343072, 42.4013425234883], [13.677699647035451, 42.4463605161053], [13.616916589636528, 42.44564309740005], [13.617905873960535, 42.40062622829308], [13.678645486343072, 42.4013425234883]]]"
845,"[[[13.557168524525801, 42.3998777637593], [13.556135801255634, 42.44489345892579], [13.49535738144655, 42.444111604121005], [13.496433537326695, 42.399097133316445], [13.557168524525801, 42.3998777637593]]]"
846,"[[[13.679589162010378, 42.35632415897886], [13.678645486343072, 42.4013425234883], [13.617905873960535, 42.40062622829308], [13.618892895332841, 42.35560898570592], [13.679589162010378, 42.35632415897886]]]"
847,"[[[13.618892895332841, 42.35560898570592], [13.617905873960535, 42.40062622829308], [13.557168524525801, 42.3998777637593], [13.558198885556273, 42.35486169345371], [13.618892895332841, 42.35560898570592]]]"
848,"[[[13.558198885556273, 42.35486169345371], [13.557168524525801, 42.3998777637593], [13.496433537326695, 42.399097133316445], [13.497507231703562, 42.35408228564278], [13.558198885556273, 42.35486169345371]]]"
849,"[[[13.860061437456276, 42.44831942143584], [13.859244096376607, 42.49334011427573], [13.798411268204074, 42.49271840048543], [13.7992721705558, 42.44769868119271], [13.860061437456276, 42.44831942143584]]]"
850,"[[[13.7992721705558, 42.44769868119271], [13.798411268204074, 42.49271840048543], [13.737580415543484, 42.49206440696973], [13.738484873875127, 42.44704571175065], [13.7992721705558, 42.44769868119271]]]"
851,"[[[13.738484873875127, 42.44704571175065], [13.737580415543484, 42.49206440696973], [13.676751638283333, 42.49137813673218], [13.677699647035451, 42.4463605161053], [13.738484873875127, 42.44704571175065]]]"
852,"[[[13.860876907954523, 42.40329836095512], [13.860061437456276, 42.44831942143584], [13.7992721705558, 42.44769868119271], [13.800131102684322, 42.402678592880825], [13.860876907954523, 42.40329836095512]]]"
853,"[[[13.739387262362197, 42.402026646062595], [13.738484873875127, 42.44704571175065], [13.677699647035451, 42.4463605161053], [13.678645486343072, 42.4013425234883], [13.739387262362197, 42.402026646062595]]]"
854,"[[[13.861690512876725, 42.35827693291807], [13.860876907954523, 42.40329836095512], [13.800131102684322, 42.402678592880825], [13.800988069861384, 42.35765813563844], [13.861690512876725, 42.35827693291807]]]"
855,"[[[13.800988069861384, 42.35765813563844], [13.800131102684322, 42.402678592880825], [13.739387262362197, 42.402026646062595], [13.740287586542706, 42.35700720999866], [13.800988069861384, 42.35765813563844]]]"
856,"[[[13.740287586542706, 42.35700720999866], [13.739387262362197, 42.402026646062595], [13.678645486343072, 42.4013425234883], [13.679589162010378, 42.35632415897886], [13.740287586542706, 42.35700720999866]]]"
857,"[[[14.042440062964532, 42.44998823923036], [14.041753434779489, 42.49501154948046], [13.980915279602012, 42.49448669140649], [13.981645483330812, 42.44946420308105], [14.042440062964532, 42.44998823923036]]]"
858,"[[[13.981645483330812, 42.44946420308105], [13.980915279602012, 42.49448669140649], [13.92007880015208, 42.49392954548518], [13.920852574934946, 42.448907929632036], [13.981645483330812, 42.44946420308105]]]"
859,"[[[13.920852574934946, 42.448907929632036], [13.92007880015208, 42.49392954548518], [13.859244096376607, 42.49334011427573], [13.860061437456276, 42.44831942143584], [13.920852574934946, 42.448907929632036]]]"
860,"[[[14.043125119605675, 42.40496456504557], [14.042440062964532, 42.44998823923036], [13.981645483330812, 42.44946420308105], [13.982374015818872, 42.40444134965702], [14.043125119605675, 42.40496456504557]]]"
861,"[[[13.921624578797553, 42.40388594744491], [13.920852574934946, 42.448907929632036], [13.860061437456276, 42.44831942143584], [13.860876907954523, 42.40329836095512], [13.921624578797553, 42.40388594744491]]]"
862,"[[[14.043808608908677, 42.359940526999395], [14.043125119605675, 42.40496456504557], [13.982374015818872, 42.40444134965702], [13.983100881538576, 42.35941813121124], [14.043808608908677, 42.359940526999395]]]"
863,"[[[13.983100881538576, 42.35941813121124], [13.982374015818872, 42.40444134965702], [13.921624578797553, 42.40388594744491], [13.922394816478826, 42.3588635990044], [13.983100881538576, 42.35941813121124]]]"
864,"[[[13.922394816478826, 42.3588635990044], [13.921624578797553, 42.40388594744491], [13.860876907954523, 42.40329836095512], [13.861690512876725, 42.35827693291807], [13.922394816478826, 42.3588635990044]]]"
865,"[[[14.23509812266913, 42.45910766134329], [14.234797509859801, 42.45935615489924], [14.234484382126034, 42.45971934478902], [14.233864797127376, 42.46038014524037], [14.233723258721001, 42.460577931574946], [14.233374874713661, 42.46099224399354], [14.232648239369663, 42.46172650024277], [14.23254060114243, 42.46190085630859], [14.23231448935196, 42.462307899487755], [14.23217252688685, 42.46275552261322], [14.232083161669184, 42.46321424193421], [14.23205124317493, 42.463560050498764], [14.232140300061271, 42.463947357161], [14.232216820680042, 42.46410605867632], [14.233001517149283, 42.464565344020215], [14.234699915857213, 42.46561063942305], [14.234526245292738, 42.46575138051542], [14.234253300304738, 42.46557707701667], [14.233899683384518, 42.46589260461578], [14.232797797757229, 42.46688592655448], [14.232766065412786, 42.46691453378966], [14.231752381843206, 42.46733454296947], [14.231655794690923, 42.467197173973446], [14.231802718383847, 42.467136433569365], [14.231835246723296, 42.467161952644744], [14.232659015967805, 42.46683390995488], [14.232622567129859, 42.46632468445952], [14.231641034597375, 42.46636511376243], [14.231638412786994, 42.46633372517422], [14.232916700951401, 42.46629429985102], [14.233145330901227, 42.46628724720289], [14.233131916963526, 42.46583548383038], [14.233008338529785, 42.465839339964205], [14.231584486207696, 42.465906321967495], [14.231590950981428, 42.465874517885254], [14.233130266669024, 42.4658165226561], [14.233094730441936, 42.465408440049586], [14.231567273502723, 42.46548173963523], [14.23156068802346, 42.46543927877737], [14.233092056557972, 42.46537478346422], [14.233065252317088, 42.4650373093679], [14.231517093344584, 42.46509917732316], [14.231517500849357, 42.465067650533705], [14.232844975588128, 42.46502038743357], [14.232841049300742, 42.464754991714955], [14.23186522406071, 42.4647906610581], [14.231865630192306, 42.46475913245513], [14.232517813775484, 42.46474278258003], [14.232507020138389, 42.46454071871239], [14.232087685502401, 42.464292456065316], [14.23152451577307, 42.46440451037691], [14.230959291075623, 42.46470893766239], [14.230451349067176, 42.46515020357432], [14.229649500422239, 42.46552223908296], [14.229792031753554, 42.465700270213055], [14.231180399806634, 42.46510783622205], [14.231201375999168, 42.46514063578239], [14.229812446420077, 42.46572634247474], [14.229980108231432, 42.46595048653165], [14.231091125885825, 42.46545851997384], [14.231043676098546, 42.46539992471216], [14.231090629994505, 42.46537977029835], [14.23116776806353, 42.4654662658217], [14.229298114656615, 42.46626970469643], [14.229058096696475, 42.46655836913814], [14.229072552987061, 42.46663563037648], [14.230090793147493, 42.46618399015209], [14.230130315537027, 42.46622044297889], [14.229079475212822, 42.46667262617474], [14.229080709237046, 42.466679218658435], [14.229266421275792, 42.466941912228684], [14.230320265928, 42.46649307968702], [14.230344083578158, 42.46652349841652], [14.229081965374041, 42.467062882981644], [14.229012273345235, 42.46701855206392], [14.228196873183002, 42.46747583009382], [14.228112883666254, 42.46754575242483], [14.227989505485432, 42.46800934357422], [14.228138996507656, 42.46811205355288], [14.22894553415623, 42.46743147738065], [14.228979968953142, 42.46744340584101], [14.228183826639324, 42.46813926224887], [14.228569685518641, 42.46839168786306], [14.229675106383894, 42.46746786768422], [14.229725807599799, 42.46749255577536], [14.22860524256132, 42.46841706883058], [14.228913932635074, 42.46861900758476], [14.230001556975427, 42.46770050049584], [14.230034086080734, 42.467726020084555], [14.228948929004018, 42.468637662702264], [14.229335728180473, 42.46890129623411], [14.2305269449252, 42.46791277573039], [14.230501032886847, 42.467893705673895], [14.230598414409453, 42.46778572088271], [14.23103610062327, 42.468076276501016], [14.230923986478277, 42.468153428514015], [14.230648010692981, 42.46797925556619], [14.229789562779803, 42.46872973871533], [14.230270179806386, 42.469061096745776], [14.23147284840961, 42.468573933627475], [14.231293843940238, 42.46832330338881], [14.23143187039137, 42.46826522176969], [14.23161106191134, 42.46851809460744], [14.232475000231387, 42.468161207600595], [14.232547146517923, 42.46813309171628], [14.233738012822045, 42.467669006750924], [14.234922200776689, 42.466597488891324], [14.234793576634608, 42.466513354832706], [14.23487977275751, 42.46641713169106], [14.235095621718257, 42.46652652836361], [14.23624261725786, 42.4655197184613], [14.236183612234523, 42.465468407010405], [14.236255533157443, 42.46523779766364], [14.236429701046875, 42.465175802705225], [14.236655757189723, 42.46529823380347], [14.236687884098304, 42.465355278361095], [14.23667777214515, 42.46545251935747], [14.235469754158734, 42.466565657755964], [14.235206515940744, 42.4667622682006], [14.235239764244918, 42.46683276457925], [14.234563961377333, 42.467439879910245], [14.234168658405123, 42.46780233042469], [14.233943531458902, 42.467909416769174], [14.23319437245238, 42.46818453786732], [14.232758880348142, 42.46839352944899], [14.232468143614305, 42.468526182569576], [14.232243488072973, 42.46862868472971], [14.23187695802002, 42.46875349243156], [14.231407240047758, 42.46891678249938], [14.230526424934679, 42.4692901891031], [14.230204872448155, 42.469480453449414], [14.230139951277291, 42.469685981280406], [14.23003507826405, 42.46970428365007], [14.229898083476447, 42.46966554045466], [14.22945885739734, 42.4693930539652], [14.229301021405387, 42.46957807529333], [14.229170696309332, 42.4696920676343], [14.229177553057559, 42.46984704865996], [14.229004182830595, 42.46984597799709], [14.228633302564848, 42.469554607122305], [14.228572699791252, 42.469593390013124], [14.228520126877454, 42.46954628135459], [14.22856409241589, 42.46949025377327], [14.227955266888857, 42.46904321932888], [14.227833873705599, 42.46911854064607], [14.22767724931544, 42.469026676599036], [14.227772883454893, 42.46897053907756], [14.226482360764892, 42.46811354812725], [14.226386352622772, 42.4681652007419], [14.226334906279854, 42.46813154351955], [14.226406536219235, 42.468042744759686], [14.226249434872855, 42.46794298009714], [14.22606456438151, 42.46785073131775], [14.225084799571794, 42.46814764185659], [14.224976656097583, 42.46821164742502], [14.22418957631096, 42.468506447954134], [14.223992723019181, 42.46855501853738], [14.223284018037447, 42.46882233253276], [14.222865146960645, 42.468992345195254], [14.22272170243868, 42.46903442496152], [14.219623640828875, 42.470202869320254], [14.219454029771116, 42.47030274378348], [14.21927201357713, 42.470416836584015], [14.219127164998312, 42.470466212317895], [14.218879639082893, 42.470596799048714], [14.218474736237136, 42.470808840928534], [14.218248927354342, 42.47098119670642], [14.217956115820337, 42.47115210872564], [14.217562531414414, 42.47139063963929], [14.21726776718758, 42.47161115247505], [14.217134054356544, 42.47168477522296], [14.216739490045875, 42.471948104095546], [14.216380185364168, 42.47216030962322], [14.21589643484542, 42.472447962037045], [14.215387100430792, 42.472757035069485], [14.214803125685311, 42.47311902526593], [14.21447753789995, 42.47329817735463], [14.214307617764742, 42.473411708377476], [14.214206092877156, 42.473470355468265], [14.213935951125407, 42.47365822915182], [14.213663757682506, 42.4738214382163], [14.213459440367497, 42.473937536386074], [14.213291012025449, 42.47404366521266], [14.212982102460584, 42.47422008885069], [14.2128551309328, 42.474297195784075], [14.212504886429796, 42.474508974855105], [14.212415470844329, 42.47456706773408], [14.212301641140703, 42.47462402372264], [14.212109536187963, 42.47476332139424], [14.21195419240329, 42.47486943281548], [14.21157039262224, 42.47511649911828], [14.211334948068549, 42.47524651850046], [14.211075832125731, 42.47538436894026], [14.210669332364645, 42.47561446112972], [14.210309426062913, 42.47581992313112], [14.209959811957884, 42.4759663955368], [14.20973665547615, 42.47607350620223], [14.209587072252068, 42.47615892625908], [14.20891890078025, 42.476553851324375], [14.208866234849838, 42.47659915550407], [14.2087040767247, 42.47669657072872], [14.20853439518058, 42.476781110352775], [14.208069237747589, 42.47705603438326], [14.207775712498098, 42.47734204674003], [14.207457164322626, 42.47746008942418], [14.207104087081111, 42.477638222449976], [14.20699155014317, 42.477710867530355], [14.206784277032952, 42.47785084733519], [14.206558552773382, 42.478061438071855], [14.206390327522948, 42.47815912589104], [14.20624405294879, 42.47826481677607], [14.2061196777768, 42.47841452299321], [14.205996094069748, 42.47853718642634], [14.205926986014255, 42.47869337765298], [14.205834855819427, 42.47879210067357], [14.20575428409642, 42.4788835450512], [14.205654606130857, 42.478964607407335], [14.205549471913438, 42.47916295086582], [14.20550403583241, 42.47931131232707], [14.205177829835078, 42.479483713283685], [14.204996505355263, 42.47960675326344], [14.204931075104087, 42.47969750866269], [14.204837219353193, 42.479812063753336], [14.204692426590144, 42.479935690812624], [14.204478898943142, 42.48007370022918], [14.204239178087484, 42.480262416639704], [14.204005421838913, 42.480376589462175], [14.203741944716404, 42.48046049925326], [14.203656801470036, 42.480517803473056], [14.203576915872194, 42.480598657492216], [14.203329406135367, 42.48080347971625], [14.202921675730233, 42.4810561086835], [14.202528058401354, 42.48136886005185], [14.20222336292939, 42.48158078558231], [14.201897222742238, 42.48182744594169], [14.201748412280667, 42.48197600900821], [14.201557239889842, 42.482090488689195], [14.201352971495561, 42.48223032275992], [14.201247264462163, 42.482312361368486], [14.200297092069407, 42.48318960507669], [14.199045565825358, 42.484432904029305], [14.198809907068231, 42.48467093967363], [14.198550484766008, 42.48484253478078], [14.19831253808296, 42.485089674480115], [14.198255117422757, 42.48513054739533], [14.198164508127169, 42.48521119105534], [14.197982593171616, 42.485327494596476], [14.197734809606983, 42.48556607804371], [14.19751912670797, 42.48586171876463], [14.197361766718377, 42.48601741629497], [14.197326292469882, 42.48606629371024], [14.197190001236303, 42.486182772305256], [14.196952519826063, 42.486362369604045], [14.19668203351974, 42.48658397777191], [14.196310778473007, 42.48683717445825], [14.196107464846673, 42.48695219918871], [14.195849091979472, 42.48717325361663], [14.195565736342026, 42.48738644292739], [14.195394945830412, 42.4875269938071], [14.195215475351164, 42.487627092374325], [14.194186248748151, 42.48848869761175], [14.194049566935643, 42.48868420652117], [14.193814219424558, 42.488816436215664], [14.193768501326986, 42.48883840040175], [14.193197084053065, 42.489316734317036], [14.192190641334117, 42.48985224693186], [14.19198194615707, 42.49000700231151], [14.191812737301513, 42.490093460086634], [14.19166324815906, 42.49016101930688], [14.19141069581294, 42.49026926806318], [14.191393610470358, 42.49027632154941], [14.189651350935927, 42.49120328149134], [14.189582442587113, 42.491252554051385], [14.18912059783488, 42.491558255043664], [14.186259481509058, 42.4938000469242], [14.186160685766541, 42.49396235411789], [14.185864094850045, 42.494109828609766], [14.185433443060717, 42.49444723483677], [14.185029411721661, 42.494844168886836], [14.184719297612679, 42.49504961905859], [14.184588768962257, 42.495170899200154], [14.184530396299172, 42.49535519653917], [14.184050529902542, 42.49573031571128], [14.183766322733513, 42.49593505793773], [14.18112037467151, 42.49839331458538], [14.180509894780823, 42.499030509588614], [14.180226234290604, 42.49922397063007], [14.179796386997747, 42.499623288509305], [14.17958524058702, 42.499911908826135], [14.179363993825945, 42.50002496494169], [14.178134886226315, 42.50116671860959], [14.176145831369789, 42.502939825659816], [14.175603100517021, 42.503637277566774], [14.1754844323603, 42.504020561348305], [14.175246938913784, 42.50434865794905], [14.174867510579816, 42.504592047678685], [14.174862847790981, 42.50458852976604], [14.163434372443431, 42.49596439259068], [14.164033837142577, 42.450939590158995], [14.224832832245735, 42.451366900572474], [14.235005377766496, 42.45903773768002], [14.23509812266913, 42.45910766134329]]]"
866,"[[[14.164033837142577, 42.450939590158995], [14.163434372443431, 42.49596439259068], [14.10259316572019, 42.495504117296115], [14.103236214139438, 42.450480035675305], [14.164033837142577, 42.450939590158995]]]"
867,"[[[14.103236214139438, 42.450480035675305], [14.10259316572019, 42.495504117296115], [14.041753434779489, 42.49501154948046], [14.042440062964532, 42.44998823923036], [14.103236214139438, 42.450480035675305]]]"
868,"[[[14.225387437178487, 42.406341067023035], [14.224832832245735, 42.451366900572474], [14.164033837142577, 42.450939590158995], [14.164631929739333, 42.40591442590581], [14.225387437178487, 42.406341067023035]]]"
869,"[[[14.103877790727916, 42.40545559121215], [14.103236214139438, 42.450480035675305], [14.042440062964532, 42.44998823923036], [14.043125119605675, 42.40496456504557], [14.103877790727916, 42.40545559121215]]]"
870,"[[[14.225940773156921, 42.36131487266534], [14.225387437178487, 42.406341067023035], [14.164631929739333, 42.40591442590581], [14.165228653905999, 42.360888899898], [14.225940773156921, 42.36131487266534]]]"
871,"[[[14.165228653905999, 42.360888899898], [14.164631929739333, 42.40591442590581], [14.103877790727916, 42.40545559121215], [14.104517899424682, 42.36043078397668], [14.165228653905999, 42.360888899898]]]"
872,"[[[14.104517899424682, 42.36043078397668], [14.103877790727916, 42.40545559121215], [14.043125119605675, 42.40496456504557], [14.043808608908677, 42.359940526999395], [14.104517899424682, 42.36043078397668]]]"
